Sa,07.09.19,18:00
M3
TV,Steffisburg,3
SPIELER,TORE,7M,%,TF,V,2',D
1,Preusser,Michael,0,0,,,0,0,0
6,Von,Wartburg,Micha,3/3,2/2,100,,0,0,0
8,Hug,Tobias,2/2,0,100,4,0,1,0
9,Andrist,Dominik,4/7,4/6,57,5,0,1,0
10,Targise,Alessandro,1/5,0,20,1,0,0,0
11,Christen,Andreas,0/3,0,0,1,0,0,1
14,Tschanz,Timon,1/3,0,33,1,1,1,0
15,Schüpbach,Manuel,0/2,0,0,,0,1,0
16,Bühlmann,Dominic,0,0,,,0,0,0
17,Jutzi,Florian,6/11,0,54,2,0,0,0
21,Gäumann,Philipp,6/11,0,54,1,0,0,0
23,Targise,Nando,0/2,0,0,1,0,0,0
""
TORHÜTER,P/W,7M,%
1,Preusser,Michael,6/19,1/3,32
16,Bühlmann,Dominic,4/20,0/3,20
""
STAFF,V,2',D
A,Schüpbach,Manuel,0,0,0
B,Andrist,Dominik,0,0,0
C,Kienanst,Simon,0,0,0
